"category","subcategory","name","description","price","compare_price","stock","sku","image","is_active","is_featured"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 20969","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","28.99","","10","VS-QEL-20969","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/20969.jpg","true","false"
"Vegla Pune","Dana","Dana Ujit Papagajka 12” Por","Dana Ujit Papagajka 12” Por. Produkt per Qelsa te ndryshem. Kodi i produktit: 21167.","5.51","","10","VS-QEL-21167","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21167.jpg","true","false"
"Vegla Pune","Dana","Dana Ujit Papagajka 10” Por","Dana Ujit Papagajka 10” Por. Produkt per Qelsa te ndryshem. Kodi i produktit: 21168.","3.92","","10","VS-QEL-21168","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21168.jpg","true","false"
"Vegla Pune","Brusha","Brush Set 1/5 Qelikut But","Brush Set 1/5 Qelikut But. Produkt per Qelsa te ndryshem. Kodi i produktit: 21173.","2.17","","10","VS-QEL-21173","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21173.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 21212","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","3.63","","10","VS-QEL-21212","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21212.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qeles Kontra Shlirues 4 6","Qeles Kontra Shlirues 4 6. Produkt per Qelsa te ndryshem. Kodi i produktit: 21224.","1.89","","10","VS-QEL-21224","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21224.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 21225","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","3.63","","10","VS-QEL-21225","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21225.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 21226","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","3.63","","10","VS-QEL-21226","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21226.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 21227","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","4.35","","10","VS-QEL-21227","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21227.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qeles per Hapje te Llozeve 1/20","Qeles per Hapje te Llozeve 1/20. Produkt per Qelsa te ndryshem. Kodi i produktit: 21228.","11.60","","10","VS-QEL-21228","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21228.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 21235-36-37","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","7.25","","10","VS-QEL-21235-36-37","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21235-36-37.jpg","true","false"
"Vegla Pune","Dana","Dana per Tel 10"" Kw","Dana per Tel 10"" Kw. Produkt per Qelsa te ndryshem. Kodi i produktit: 21238-39-40.","2.90","","10","VS-QEL-21238-39-40","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21238-39-40.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 21268","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","5.80","","10","VS-QEL-21268","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21268.jpg","true","false"
"Vegla Pune","Gershana","Gershan Pleku 1/1 Drejt","Gershan Pleku 1/1 Drejt. Produkt per Qelsa te ndryshem. Kodi i produktit: 21435.","3.63","","10","VS-QEL-21435","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21435.jpg","true","false"
"Vegla Pune","Gershana","Gershan Pleku 1/1 Majtas","Gershan Pleku 1/1 Majtas. Produkt per Qelsa te ndryshem. Kodi i produktit: 21436.","3.63","","10","VS-QEL-21436","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21436.jpg","true","false"
"Vegla Pune","Gershana","Gershan Pleku 1/1 Djathtas","Gershan Pleku 1/1 Djathtas. Produkt per Qelsa te ndryshem. Kodi i produktit: 21437.","3.63","","10","VS-QEL-21437","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21437.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 21441-21442-21443","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","4.35","","10","VS-QEL-21441-21442-21443","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21441-21442-21443.jpg","true","false"
"Vegla Pune","Dana","Dana per Armatur 18","Dana per Armatur 18. Produkt per Qelsa te ndryshem. Kodi i produktit: 21445.","9.42","","10","VS-QEL-21445","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21445.jpg","true","false"
"Vegla Pune","Dana","Dana per Armatur 24","Dana per Armatur 24. Produkt per Qelsa te ndryshem. Kodi i produktit: 21446.","12.33","","10","VS-QEL-21446","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21446.jpg","true","false"
"Vegla Pune","Dana","Dana per Armatur 30","Dana per Armatur 30. Produkt per Qelsa te ndryshem. Kodi i produktit: 21447.","16.68","","10","VS-QEL-21447","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21447.jpg","true","false"
"Vegla Pune","Dana","Dana per Armatur 36","Dana per Armatur 36. Produkt per Qelsa te ndryshem. Kodi i produktit: 21448.","21.03","","10","VS-QEL-21448","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21448.jpg","true","false"
"Vegla Pune","Dana","Dana per Armatur 42","Dana per Armatur 42. Produkt per Qelsa te ndryshem. Kodi i produktit: 21449.","28.28","","10","VS-QEL-21449","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21449.jpg","true","false"
"Vegla Pune","Dana","Dana Rryme 8"" Kalt","Dana Rryme 8"" Kalt. Produkt per Qelsa te ndryshem. Kodi i produktit: 21462.","2.90","","10","VS-QEL-21462","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21462.jpg","true","false"
"Vegla Pune","Dana","Dana Rryme 8” Prerse Kalt","Dana Rryme 8” Prerse Kalt. Produkt per Qelsa te ndryshem. Kodi i produktit: 21463.","2.90","","10","VS-QEL-21463","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21463.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 21593","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","3.63","","10","VS-QEL-21593","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21593.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 21595","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","3.63","","10","VS-QEL-21595","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21595.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 21596","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","5.80","","10","VS-QEL-21596","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21596.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qeles Kombinuar","Qeles Kombinuar. Produkt per Qelsa te ndryshem. Kodi i produktit: 21648.","3.63","","10","VS-QEL-21648","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21648.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 21661","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","5.08","","10","VS-QEL-21661","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21661.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 21662","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","5.80","","10","VS-QEL-21662","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21662.jpg","true","false"
"Vegla Pune","Dana","Dana Rryme Kuqe 8","Dana Rryme Kuqe 8. Produkt per Qelsa te ndryshem. Kodi i produktit: 21780.","3.19","","10","VS-QEL-21780","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21780.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 21828","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","10.88","","10","VS-QEL-21828","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21828.jpg","true","false"
"Vegla Pune","Dana","Dana Shumefunksionale","Dana Shumefunksionale. Produkt per Qelsa te ndryshem. Kodi i produktit: 21857.","3.19","","10","VS-QEL-21857","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/21857.jpg","true","false"
"Vegla Pune","Dana","Dana Rryme Aweisi","Dana Rryme Aweisi. Produkt per Qelsa te ndryshem. Kodi i produktit: 22009.","3.63","","10","VS-QEL-22009","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/22009.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 22011","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","3.63","","10","VS-QEL-22011","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/22011.jpg","true","false"
"Vegla Pune","Dana","Dana Rryme 9” Kw (V","Dana Rryme 9” Kw (V. Produkt per Qelsa te ndryshem. Kodi i produktit: 22012.","4.35","","10","VS-QEL-22012","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/22012.jpg","true","false"
"Vegla Pune","Dana","Dana Nitneve H-608","Dana Nitneve H-608. Produkt per Qelsa te ndryshem. Kodi i produktit: 22013.","3.63","","10","VS-QEL-22013","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/22013.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 22014","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","4.35","","10","VS-QEL-22014","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/22014.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 411","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","3.19","","10","VS-QEL-411","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/411.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 418","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","7.25","","10","VS-QEL-418","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/418.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem 420","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","5.80","","10","VS-QEL-420","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/420.jpg","true","false"
"Vegla Pune","Dana","Dana Uji 3","Dana Uji 3. Produkt per Qelsa te ndryshem. Kodi i produktit: 421.","23.20","","10","VS-QEL-421","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/421.jpg","true","false"
"Vegla Pune","Dana","Qelsa te ndryshem dana-teli3x","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","4.35","","10","VS-QEL-dana-teli3x","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/dana-teli3x.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem qeles-per-rrota-kerrev","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","7.25","","10","VS-QEL-qeles-per-rrota-kerrev","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/qeles-per-rrota-kerrev.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem qeles-te-thjesht","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","2.17","","10","VS-QEL-qeles-te-thjesht","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/qeles-te-thjesht.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa te ndryshem qeles-te-thjeshte-i-hapur","Produkt cilesor nga kategoria Qelsa te ndryshem. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","2.17","","10","VS-QEL-qeles-te-thjeshte-i-hapur","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/qeles-te-thjeshte-i-hapur.jpg","true","false"
"Vegla Pune","Qelsa te ndryshem","Qelsa per Bulona V&O Nr 10","Qelsa per Bulona V&O Nr 10. Produkt per Qelsa te ndryshem. Kodi i produktit: qelsa-per-bulona.","1.74","","10","VS-QEL-qelsa-per-bulona","products/vs/MJETE-PUNE-VS-QELSA-DANA-VS/qelsa-per-bulona.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20191","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","3.19","","10","VS-SHA-20191","products/vs/MJETE-PUNE-VS-ZHWE-VS/20191.jpg","true","false"
"Vegla Pune","Diska","Disk Prers 115*1*22.2 Zhw","Disk Prers 115*1*22.2 Zhw. Produkt per Shajme. Kodi i produktit: 20192.","0.44","","10","VS-SHA-20192","products/vs/MJETE-PUNE-VS-ZHWE-VS/20192.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20193","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","0.87","","10","VS-SHA-20193","products/vs/MJETE-PUNE-VS-ZHWE-VS/20193.jpg","true","false"
"Vegla Pune","Burgi","Burgi Konus 4-20 Zhw","Burgi Konus 4-20 Zhw. Produkt per Shajme. Kodi i produktit: 20433.","3.77","","10","VS-SHA-20433","products/vs/MJETE-PUNE-VS-ZHWE-VS/20433.jpg","true","false"
"Vegla Pune","Burgi","Burgi Konus 4-32 Zhw","Burgi Konus 4-32 Zhw. Produkt per Shajme. Kodi i produktit: 20434.","7.54","","10","VS-SHA-20434","products/vs/MJETE-PUNE-VS-ZHWE-VS/20434.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20435","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","4.35","","10","VS-SHA-20435","products/vs/MJETE-PUNE-VS-ZHWE-VS/20435.jpg","true","false"
"Vegla Pune","Burgi","Burgi Konus 4-32 Zhw Spirale","Burgi Konus 4-32 Zhw Spirale. Produkt per Shajme. Kodi i produktit: 20436.","8.70","","10","VS-SHA-20436","products/vs/MJETE-PUNE-VS-ZHWE-VS/20436.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20437","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","3.63","","10","VS-SHA-20437","products/vs/MJETE-PUNE-VS-ZHWE-VS/20437.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20438","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","2.90","","10","VS-SHA-20438","products/vs/MJETE-PUNE-VS-ZHWE-VS/20438.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20439","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","4.35","","10","VS-SHA-20439","products/vs/MJETE-PUNE-VS-ZHWE-VS/20439.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20440","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","5.80","","10","VS-SHA-20440","products/vs/MJETE-PUNE-VS-ZHWE-VS/20440.jpg","true","false"
"Vegla Pune","Diska","Disk Betoni 115 Wet Zhw","Disk Betoni 115 Wet Zhw. Produkt per Shajme. Kodi i produktit: 20441.","2.47","","10","VS-SHA-20441","products/vs/MJETE-PUNE-VS-ZHWE-VS/20441.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20442","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","2.90","","10","VS-SHA-20442","products/vs/MJETE-PUNE-VS-ZHWE-VS/20442.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20443","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","4.35","","10","VS-SHA-20443","products/vs/MJETE-PUNE-VS-ZHWE-VS/20443.jpg","true","false"
"Vegla Pune","Shajme","PAKO 1/10 cop","PAKO 1/10 cop. Produkt per Shajme. Kodi i produktit: 20444.","7.98","","10","VS-SHA-20444","products/vs/MJETE-PUNE-VS-ZHWE-VS/20444.jpg","true","false"
"Vegla Pune","Kaqavida","Kaqavid 4” + Zhw","Kaqavid 4” + Zhw. Produkt per Shajme. Kodi i produktit: 20445.","0.94","","10","VS-SHA-20445","products/vs/MJETE-PUNE-VS-ZHWE-VS/20445.jpg","true","false"
"Vegla Pune","Kaqavida","Kaqavid 5” + Zhw","Kaqavid 5” + Zhw. Produkt per Shajme. Kodi i produktit: 20446.","1.09","","10","VS-SHA-20446","products/vs/MJETE-PUNE-VS-ZHWE-VS/20446.jpg","true","false"
"Vegla Pune","Kaqavida","Kaqavid 6” + Zhw","Kaqavid 6” + Zhw. Produkt per Shajme. Kodi i produktit: 20447.","1.16","","10","VS-SHA-20447","products/vs/MJETE-PUNE-VS-ZHWE-VS/20447.jpg","true","false"
"Vegla Pune","Kaqavida","Kaqavid 8” + Zhw","Kaqavid 8” + Zhw. Produkt per Shajme. Kodi i produktit: 20448.","1.31","","10","VS-SHA-20448","products/vs/MJETE-PUNE-VS-ZHWE-VS/20448.jpg","true","false"
"Vegla Pune","Kaqavida","Kaqavid 10” + Zhw","Kaqavid 10” + Zhw. Produkt per Shajme. Kodi i produktit: 20449.","1.60","","10","VS-SHA-20449","products/vs/MJETE-PUNE-VS-ZHWE-VS/20449.jpg","true","false"
"Vegla Pune","Kaqavida","Kaqavid 12” + Zhw","Kaqavid 12” + Zhw. Produkt per Shajme. Kodi i produktit: 20450.","1.74","","10","VS-SHA-20450","products/vs/MJETE-PUNE-VS-ZHWE-VS/20450.jpg","true","false"
"Vegla Pune","Kaqavida","Kaqavid 6”-Zhw","Kaqavid 6”-Zhw. Produkt per Shajme. Kodi i produktit: 20452.","1.16","","10","VS-SHA-20452","products/vs/MJETE-PUNE-VS-ZHWE-VS/20452.jpg","true","false"
"Vegla Pune","Kaqavida","Kaqavid 8”-Zhw","Kaqavid 8”-Zhw. Produkt per Shajme. Kodi i produktit: 20453.","1.31","","10","VS-SHA-20453","products/vs/MJETE-PUNE-VS-ZHWE-VS/20453.jpg","true","false"
"Vegla Pune","Kaqavida","Kaqavid 10”-Zhw","Kaqavid 10”-Zhw. Produkt per Shajme. Kodi i produktit: 20454.","1.60","","10","VS-SHA-20454","products/vs/MJETE-PUNE-VS-ZHWE-VS/20454.jpg","true","false"
"Vegla Pune","Kaqavida","Kaqavid 12”-Zhw","Kaqavid 12”-Zhw. Produkt per Shajme. Kodi i produktit: 20455.","1.74","","10","VS-SHA-20455","products/vs/MJETE-PUNE-VS-ZHWE-VS/20455.jpg","true","false"
"Vegla Pune","Kaqavida","Kaqavid Dy Ansore +-6*100 Zhw","Kaqavid Dy Ansore +-6*100 Zhw. Produkt per Shajme. Kodi i produktit: 20456.","1.16","","10","VS-SHA-20456","products/vs/MJETE-PUNE-VS-ZHWE-VS/20456.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20457","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","1.45","","10","VS-SHA-20457","products/vs/MJETE-PUNE-VS-ZHWE-VS/20457.jpg","true","false"
"Vegla Pune","Kaqavida","Kaqavid 1/7 Zhw","Kaqavid 1/7 Zhw. Produkt per Shajme. Kodi i produktit: 20458.","8.70","","10","VS-SHA-20458","products/vs/MJETE-PUNE-VS-ZHWE-VS/20458.jpg","true","false"
"Vegla Pune","Kaqavida","Kaqavida 1/9 Zhw","Kaqavida 1/9 Zhw. Produkt per Shajme. Kodi i produktit: 20459.","10.15","","10","VS-SHA-20459","products/vs/MJETE-PUNE-VS-ZHWE-VS/20459.jpg","true","false"
"Vegla Pune","Imbus","Imbus L1/9 Zhw","Imbus L1/9 Zhw. Produkt per Shajme. Kodi i produktit: 20460.","3.77","","10","VS-SHA-20460","products/vs/MJETE-PUNE-VS-ZHWE-VS/20460.jpg","true","false"
"Vegla Pune","Burgi","Burgi Metali 1/13 Zhw","Burgi Metali 1/13 Zhw. Produkt per Shajme. Kodi i produktit: 20463.","4.35","","10","VS-SHA-20463","products/vs/MJETE-PUNE-VS-ZHWE-VS/20463.jpg","true","false"
"Vegla Pune","Kaqavida","Kaqavid 5”-Zhw","Kaqavid 5”-Zhw. Produkt per Shajme. Kodi i produktit: 20465.","1.09","","10","VS-SHA-20465","products/vs/MJETE-PUNE-VS-ZHWE-VS/20465.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20517","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","18.85","","10","VS-SHA-20517","products/vs/MJETE-PUNE-VS-ZHWE-VS/20517.jpg","true","false"
"Vegla Pune","Pistola","Pishtole ngjyre me ajr H827 1.7mm","Pishtole ngjyre me ajr H827 1.7mm. Produkt per Shajme. Kodi i produktit: 20518.","18.85","","10","VS-SHA-20518","products/vs/MJETE-PUNE-VS-ZHWE-VS/20518.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20519","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","18.85","","10","VS-SHA-20519","products/vs/MJETE-PUNE-VS-ZHWE-VS/20519.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20520","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","5.08","","10","VS-SHA-20520","products/vs/MJETE-PUNE-VS-ZHWE-VS/20520.jpg","true","false"
"Vegla Pune","Kaqavida","Precision Bits","Precision Bits. Produkt per Shajme. Kodi i produktit: 20521.","0.44","","10","VS-SHA-20521","products/vs/MJETE-PUNE-VS-ZHWE-VS/20521.jpg","true","false"
"Vegla Pune","Kaqavida","Magnetic","Magnetic. Produkt per Shajme. Kodi i produktit: 20522.","0.44","","10","VS-SHA-20522","products/vs/MJETE-PUNE-VS-ZHWE-VS/20522.jpg","true","false"
"Vegla Pune","Kaqavida","Koke Kaqavide Ph2 65 Zhw","Koke Kaqavide Ph2 65 Zhw. Produkt per Shajme. Kodi i produktit: 20523.","0.65","","10","VS-SHA-20523","products/vs/MJETE-PUNE-VS-ZHWE-VS/20523.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20655","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","7.25","","10","VS-SHA-20655","products/vs/MJETE-PUNE-VS-ZHWE-VS/20655.jpg","true","false"
"Vegla Pune","Burgi","Burgi Metali Zhw 3.0 Mm","Burgi Metali Zhw 3.0 Mm. Produkt per Shajme. Kodi i produktit: 20666.","0.36","","10","VS-SHA-20666","products/vs/MJETE-PUNE-VS-ZHWE-VS/20666.jpg","true","false"
"Vegla Pune","Burgi","Ly Groud Drill","Ly Groud Drill. Produkt per Shajme. Kodi i produktit: 20667.","0.46","","10","VS-SHA-20667","products/vs/MJETE-PUNE-VS-ZHWE-VS/20667.jpg","true","false"
"Vegla Pune","Burgi","Burgi Metali ZHW 4MM","Burgi Metali ZHW 4MM. Produkt per Shajme. Kodi i produktit: 20668.","0.58","","10","VS-SHA-20668","products/vs/MJETE-PUNE-VS-ZHWE-VS/20668.jpg","true","false"
"Vegla Pune","Burgi","Burgi Metali ZHW 5MM","Burgi Metali ZHW 5MM. Produkt per Shajme. Kodi i produktit: 20669.","0.87","","10","VS-SHA-20669","products/vs/MJETE-PUNE-VS-ZHWE-VS/20669.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20670","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","1.16","","10","VS-SHA-20670","products/vs/MJETE-PUNE-VS-ZHWE-VS/20670.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20671","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","2.17","","10","VS-SHA-20671","products/vs/MJETE-PUNE-VS-ZHWE-VS/20671.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20672","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","3.63","","10","VS-SHA-20672","products/vs/MJETE-PUNE-VS-ZHWE-VS/20672.jpg","true","false"
"Vegla Pune","Burgi","Burgi Metali Zhw 12 Mm","Burgi Metali Zhw 12 Mm. Produkt per Shajme. Kodi i produktit: 20673.","5.08","","10","VS-SHA-20673","products/vs/MJETE-PUNE-VS-ZHWE-VS/20673.jpg","true","false"
"Vegla Pune","Burgi","Burgi Keramike Zw-F13011/4","Burgi Keramike Zw-F13011/4. Produkt per Shajme. Kodi i produktit: 20955.","13.05","","10","VS-SHA-20955","products/vs/MJETE-PUNE-VS-ZHWE-VS/20955.jpg","true","false"
"Vegla Pune","Shajme","Shajme 20956","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","4.35","","10","VS-SHA-20956","products/vs/MJETE-PUNE-VS-ZHWE-VS/20956.jpg","true","false"
"Vegla Pune","Burgi","Burgi Rrumbullaket Druri Zw-F0406 22Mm","Burgi Rrumbullaket Druri Zw-F0406 22Mm. Produkt per Shajme. Kodi i produktit: 20957.","1.74","","10","VS-SHA-20957","products/vs/MJETE-PUNE-VS-ZHWE-VS/20957.jpg","true","false"
"Vegla Pune","Burgi","Burgi Rrumbullaket Druri Zw-F0406 25Mm","Burgi Rrumbullaket Druri Zw-F0406 25Mm. Produkt per Shajme. Kodi i produktit: 20958.","1.96","","10","VS-SHA-20958","products/vs/MJETE-PUNE-VS-ZHWE-VS/20958.jpg","true","false"
"Vegla Pune","Burgi","Burgi Rrumbullaket Druri Zw-F0406 28Mm","Burgi Rrumbullaket Druri Zw-F0406 28Mm. Produkt per Shajme. Kodi i produktit: 20959.","2.17","","10","VS-SHA-20959","products/vs/MJETE-PUNE-VS-ZHWE-VS/20959.jpg","true","false"
